Language,code,Samples,Glottocode,Genus,Subfamily,Family,Area,Type_wdef,Type_simp,Type_yn,Exist_Dem,Gender_Dem,Number_Dem,Case_Dem,Def_Dem,Person_Dem,Clf_Dem,Exist_Num,Gender_Num,Number_Num,Case_Num,Def_Num,Person_Num,Clf_Num,Exist_Adj,Gender_Adj,Number_Adj,Case_Adj,Def_Adj,Person_Adj,Clf_Adj,28A,49A,51A,33A,21A,34A,30A,31A,32A,55A,87A,88A,89A,86A,90A,81A,82A,83A
French,fre,"['WALS-174', 'WALS-200', 'WALS-100']",stan1290,Romance,,Indo-European,Eurasia,uniform,uniform,concord,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,Core and non-core,No morphological case-marking,Prepositional clitics,Plural suffix,No case,"All nouns, always obligatory",Two,Sex-based,Semantic and formal,Absent,Noun-Adjective,Demonstrative-Noun,Numeral-Noun,Noun-Genitive,Noun-Relative clause,SVO,SV,VO
Kewa,kew,"['WALS-174', 'WALS-200', 'WALS-100']",east2516,Engan,,Trans-New Guinea,Papunesia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,6-7 cases,Postpositional clitics,Plural suffix,Monoexponential case,--,None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Noun-Numeral,Genitive-Noun,Mixed,SOV,SV,OV
Qawasqar,qaw,"['WALS-174', 'WALS-200']",qawa1238,Alacalufan,,Alacalufan,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,2 cases,--,--,--,--,--,--,--,--,--,--,No dominant order,Genitive-Noun,--,--,SV,OV
Mapudungun,map,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",mapu1245,Araucanian,,Araucanian,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,2 cases,Case suffixes,Plural word,No case,No nominal plural,None,No gender,No gender,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,--,SVO,VS,VO
Latvian,lat,"['WALS-174', 'WALS-200']",latv1249,Baltic,,Indo-European,Eurasia,mixed-subsective,uniform,concord,True,True,True,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,False,False,Core and non-core,5 cases,Case suffixes,Plural suffix,--,"All nouns, always obligatory",Two,Sex-based,Semantic and formal,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Noun-Relative clause,SVO,No dominant order,VO
Wich’,wch,"['WALS-174', 'WALS-200', 'WALS-100']",wich1264,Matacoan,,Matacoan,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural suffix,No case,--,--,--,--,--,Noun-Adjective,Noun-Demonstrative,Numeral-Noun,Genitive-Noun,Noun-Relative clause,SVO,SV,VO
Basque,bsq,"['WALS-174', 'WALS-200', 'WALS-100', 'Hasp-100']",basq1248,Basque,,Basque,Eurasia,indeterminate-1cat,indeterminate,concord,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Core cases only,10 or more cases,Postpositional clitics,Plural clitic,Monoexponential case,"All nouns, always obligatory",None,No gender,No gender,Absent,Noun-Adjective,Noun-Demonstrative,Numeral-Noun,Genitive-Noun,Relative clause-Noun,SOV,SV,OV
Khmu',kmu,"['WALS-174', 'WALS-200']",khmu1256,Palaung-Khmuic,Mon-Khmer,Austro-Asiatic,Eurasia,none-clf,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,No plural,--,--,Two,Sex-based,Semantic,Obligatory,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Noun-Genitive,--,SVO,SV,VO
Tsimshian (Coast),tsi,"['WALS-174', 'WALS-200']",nucl1649,Tsimshianic,,Penutian,North America,indeterminate-minimal-clf,indeterminate,concord,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,No case marking,No morphological case-marking,--,Plural prefix,--,--,None,No gender,No gender,Obligatory,Adjective-Noun,Noun-Demonstrative,Numeral-Noun,Noun-Genitive,Noun-Relative clause,VSO,VS,VO
Ingush,ing,"['WALS-174', 'WALS-200', 'Hasp-100']",ingu1240,Nakh,,Nakh-Daghestanian,Eurasia,mixed-subsective-crossed,mixed,concord,True,False,True,True,False,False,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,Core and non-core,10 or more cases,Case suffixes,Plural suffix,Monoexponential case,"All nouns, always obligatory*",Five or more,Sex-based,Semantic and formal,Absent,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,Relative clause-Noun,--,SV,--
Pirah‹,prh,"['WALS-174', 'WALS-200', 'WALS-100']",pira1253,Mura,,Mura,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,Exclusively borderline case-marking,Case suffixes,No plural,No case,No nominal plural,Four,Sex-based,Semantic,Absent,Noun-Adjective,Noun-Demonstrative,Noun-Numeral,Genitive-Noun,--,SOV,SV,OV
Cahuilla,cah,"['WALS-174', 'WALS-200']",cahu1264,California Uto-Aztecan,,Uto-Aztecan,North America,indeterminate-1ft,indeterminate,concord,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,No syncretism,5 cases,Case suffixes,Plural suffix,Monoexponential case,--,None,No gender,No gender,--,Adjective-Noun,--,--,Genitive-Noun,Noun-Relative clause,SOV,SV,OV
Jakaltek,jak,"['WALS-174', 'WALS-200', 'WALS-100']",popt1235,Mayan,,Mayan,North America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural word,No case,"All nouns, always optional",--,--,--,Obligatory,Adjective-Noun,Noun-Demonstrative,Numeral-Noun,Noun-Genitive,Noun-Relative clause,VSO,VS,VO
Shipibo-Konibo,shk,"['WALS-174', 'WALS-200', 'Hasp-100']",ship1254,Panoan,,Panoan,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,6-7 cases,Postpositional clitics,Plural suffix,--,"All nouns, always optional",None,No gender,No gender,Absent,No dominant order,Demonstrative-Noun,Numeral-Noun,Genitive-Noun,--,SOV,SV,OV
Asmat,asm,"['WALS-174', 'WALS-200', 'WALS-100']",tamn1235,Asmat-Kamoro,,Trans-New Guinea,Papunesia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No case marking,No morphological case-marking,No case affixes or adpositional clitics,Plural suffix,No case,--,None,No gender,No gender,--,Noun-Adjective,Demonstrative-Noun,Noun-Numeral,Genitive-Noun,Relative clause-Noun,SOV,SV,OV
Semelai,sml,"['WALS-174', 'WALS-200']",seme1247,Aslian,Mon-Khmer,Austro-Asiatic,Eurasia,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,--,3 cases,No case affixes or adpositional clitics,--,--,--,None,No gender,No gender,Obligatory,Noun-Adjective,Noun-Demonstrative,Numeral-Noun,Noun-Genitive,Noun-Relative clause,No dominant order,No dominant order,VO
Huitoto (Minica),hmi,"['WALS-174', 'WALS-200']",mini1256,Huitoto,,Huitotoan,South America,none,no concord,no concord,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,No syncretism,6-7 cases,Case suffixes,Plural suffix,--,--,--,--,--,--,Adjective-Noun,Demonstrative-Noun,Numeral-Noun,--,--,SOV,SV,OV
